年份,岗位代码,地区,部门名称,职位,学历,专业,招考人数,报考人数,分数线,最高分,城市
2015,150033,池州,池州市城市管理行政执法局经济技术开发区分局（池州市城市管理行政执法局经济技术开发区执法大队）,城市管理,本科,不限,2,45,71,63,潜江县
2017,150034,池州,池州市城市管理行政执法局平天湖风景区分局（池州市城市管理行政执法局平天湖风景区执法大队）,城市管理,本科,法学类,2,69,64,65,巢湖市
2014,150035,池州,池州市城市管理行政执法局平天湖风景区分局（池州市城市管理行政执法局平天湖风景区执法大队）,城市管理,本科,公共管理类、管理科学与工程类、中国语言文学类、新闻传播学类,1,97,48,67,香港市
2017,150036,池州,池州市住房公积金管理中心,财务管理,本科,会计学专业、财务管理专业、财务会计教育专业、审计学专业,3,1,67,73,娟县
2020,150037,池州,九华山风景区政务服务中心,机关综合,本科,工商管理类、公共管理类、图书情报与档案管理类,1,1,80,68,荣县
2016,150038,池州,九华山风景区政务服务中心,景区规划,本科,建筑类、地理科学类、地质学类,3,34,69,76,杰市
2020,150039,池州,九华山风景区政务服务中心,基金管理,本科,财政学类、经济与贸易类、统计学类、经济统计学专业,3,79,77,72,南京市
2018,150040,池州,九华山风景区政务服务中心,政务公开,本科,中国语言文学类、新闻传播学类、历史学类,3,1,64,72,丹丹市
2022,150041,池州,九华山风景区政务服务中心,机关综合,本科,不限,1,1,47,74,瑜市
2022,150042,池州,池州市贵池区司法局,社区矫正,本科,法学门类,2,1,50,66,西宁市
2021,150043,池州,池州市贵池区司法局,社区矫正,本科,法学门类,1,20,69,61,宁德县
2022,150044,池州,池州市贵池区档案馆,档案管理,本科,中国语言文学类、图书情报与档案管理类,1,1,71,71,南京市
2021,150045,池州,池州市贵池区红十字会,救助救援管理,本科,医学门类,3,1,58,65,杰市
2013,150046,池州,池州市贵池区红十字会,信息系统维护,本科,自动化类、计算机类、电子信息类,1,1,73,76,玲市
2015,150047,池州,中共池州市贵池区委宣传部中共池州市贵池区委讲师组,理论宣讲,本科,哲学门类、文学门类,3,1,66,77,海口市
2014,150048,池州,池州市贵池区统计局池州市贵池区社会经济调查中心,统计分析,本科,经济学门类、统计学类、计算机类,3,141,74,73,西宁县
2015,150049,池州,池州市贵池区城市管理行政执法局池州市贵池区城市管理综合执法大队,城市管理,本科,法学门类,3,95,49,69,琳市
2018,150050,池州,池州市贵池区城市管理行政执法局池州市贵池区城市管理综合执法大队,城市管理,本科,法学门类,1,30,77,62,上海市
2017,150051,池州,池州市贵池区城市管理行政执法局池州市贵池区城市管理综合执法大队,城市管理,本科,土木类、城市管理专业、城市设计专业,1,84,47,67,上海市
2019,150052,池州,池州市贵池区城市管理行政执法局池州市贵池区城市管理综合执法大队,城市管理,本科,交通运输类、交通管理专业、交通管理工程专业,1,1,68,69,香港市
2020,150053,池州,池州市贵池区城市管理行政执法局池州市贵池区城市管理综合执法大队,城市管理,本科,不限,1,6,75,68,斌市
2013,150054,池州,贵池区乡镇（街道）机关,综合管理,本科,农学门类,5,99,83,75,海口市
2013,150055,池州,贵池区乡镇机关,综合管理,本科,理学门类,6,41,53,77,潜江县
2021,150056,池州,贵池区乡镇机关,综合管理,本科,工学门类,4,87,62,84,北镇市
2013,150057,池州,贵池区乡镇机关,综合管理,专科,不限,1,258,68,73,北镇市
2016,150058,池州,贵池区乡镇机关,综合管理,本科,不限,2,1,53,66,石家庄县
2017,150059,池州,贵池区乡镇机关,人武专干,专科,不限,1,1,57,62,上海市
2022,150060,池州,贵池区乡镇财政分局,财政管理,本科,经济学门类,2,25,88,77,丽市
2013,150061,池州,贵池区乡镇财政分局,财政管理,本科,不限,3,1,69,68,琳市
2022,150062,池州,贵池区乡镇财政分局,财政管理,专科,不限,3,143,68,81,海口市
2019,150063,池州,贵池区乡镇（街道）财政分局,财政管理,本科,经济学门类、会计学专业、财务管理专业、财务会计教育专业、审计学专业、资产评估专业,4,24,63,67,杰市
2016,150064,池州,贵池区乡镇财政分局,财政管理,专科,经济学门类、会计学专业、财务管理专业、财务会计教育专业、审计学专业、资产评估专业,1,41,67,72,平市
2022,150065,池州,贵池区乡镇财政分局,财政管理,本科,经济学门类、会计学专业、财务管理专业、财务会计教育专业、审计学专业、资产评估专业,4,1,80,71,海口市
2014,150066,池州,中共东至县纪委、东至县监委派驻纪检监察组,监督执纪,本科,法学类、中国语言文学类,2,1,76,66,佛山县
2020,150067,池州,中共东至县委办公室,信息管理,本科,计算机类,3,1,79,64,石家庄县
2020,150068,池州,东至县人民政府信访局,信访接待,本科,不限,1,137,69,80,平市
2021,150069,池州,东至县人力资源和社会保障局,机关综合,本科,公共管理类、工商管理类,4,1,80,65,西宁市
2020,150070,池州,东至县数据资源管理局,数据资源管理,本科,计算机类、自动化专业,1,1,89,72,张家港县
2014,150071,池州,东至县司法局,社区矫正,本科,法学类,1,37,46,61,昆明县
2015,150072,池州,东至县市场监管局,市场监管,本科,法学类,1,17,58,63,齐齐哈尔县
2018,150073,池州,东至县市场监管局,市场监管,本科,工商管理类、经济学类,1,61,70,63,辛集市
2019,150074,池州,东至县市场监管局,食品医药监管,本科,食品科学与工程类、药学类,1,1,51,66,瑜市
2020,150075,池州,中共东至县委党史和地方志研究室（东至县档案馆）,史志档案编研,本科,不限,3,1,87,78,海口市
2020,150076,池州,东至县机关事务服务中心（东至县归国华侨联合会）,服务保障,本科,法学类、公共管理类,3,33,52,73,佛山县
2021,150077,池州,东至县民政局东至县社会救助中心,社会救助,本科,不限,1,1,64,68,齐齐哈尔县
2018,150078,池州,东至县乡镇机关,综合管理,专科,不限,1,1,37,58,玲市
2013,150079,池州,东至县乡镇机关,综合管理,专科,不限,4,107,66,74,上海市
2016,150080,池州,东至县乡镇机关,综合管理,专科,不限,1,198,68,69,燕县
2017,150081,池州,东至县乡镇机关,人武专干,专科,人民武装专业（退役军人报考可不限专业）,2,1,48,60,福州市
2013,150082,池州,东至县乡镇机关,综合管理,专科,不限,1,1,81,72,哈尔滨县
2017,150083,池州,东至县乡镇财政分局,财政管理,专科,不限,2,3,60,68,荣县
2015,150084,池州,东至县乡镇财政分局,财政管理,专科,不限,1,115,77,68,南京市
2014,150085,池州,东至县乡镇财政分局,财政管理,本科,财政学类、财务管理专业、会计学专业、财务会计教育专业,1,1,71,70,齐齐哈尔县
2016,150086,池州,东至县乡镇财政分局,财政管理,本科,财政学类、财务管理专业、会计学专业、财务会计教育专业,4,1,53,70,丹丹市
2014,150087,池州,东至县乡镇财政分局,网络安全管理,本科,计算机类、电子信息类,3,89,84,63,海口市
2018,150088,池州,东至县乡镇财政分局,财政管理,专科,不限,1,111,56,74,佛山县
2016,150089,池州,中共石台县委办公室,综合文字,本科,中国语言文学类、法学类,4,71,68,77,西宁市
2015,150090,池州,中共石台县委宣传部,机关综合,本科,不限,3,1,51,70,西宁县
2020,150091,池州,中共石台县委编办,综合管理,本科,不限,1,101,77,79,斌市
2018,150092,池州,石台县卫健委,公共卫生管理,本科,医学门类,3,55,50,70,佛山县
2018,150093,池州,石台县科技经济信息化局,工业经济,本科,经济学门类、管理学门类、工学门类,1,1,77,69,哈尔滨县
2016,150094,池州,石台县教育体育局,机关综合,本科,不限,1,40,71,66,佛山县
2017,150095,池州,石台县教育体育局,机关综合,本科,不限,1,116,71,75,琳市
2015,150096,池州,石台县审计局,审计监督,本科,经济学门类、计算机类、会计学专业、审计学专业、财务管理专业,1,1,57,70,琳市
2018,150097,池州,石台县司法局,社区矫正,本科,法学类,3,1,61,65,宁德县
2013,150098,池州,石台县乡镇机关,乡村旅游,专科,不限,4,55,56,71,张家港县
2014,150099,池州,石台县乡镇机关,综合管理,专科,不限,1,36,87,70,杰市
2017,150100,池州,石台县乡镇机关,综合管理,专科,不限,1,36,78,71,志强县
2013,150101,池州,石台县乡镇机关,人武专干,专科,人民武装专业（退役军人报考可不限专业）,1,52,70,61,香港市
2022,150102,池州,石台县乡镇机关,乡村旅游,专科,不限,1,15,55,65,丽市
2018,150103,池州,石台县乡镇机关,综合管理,专科,不限,2,38,56,76,石家庄县
2016,150104,池州,石台县乡镇机关,乡村旅游,专科,不限,2,202,81,66,燕县
2014,150105,池州,石台县乡镇财政分局,财政管理,专科,不限,1,85,74,76,上海县
2015,150106,池州,石台县乡镇财政分局,财政管理,专科,财政学类、会计学专业、财务管理专业、审计学专业,1,1,50,76,潜江县
2017,150107,池州,中共青阳县纪委、青阳县监委,监督执纪,本科,不限,1,1,51,76,琳市
2020,150108,池州,中共青阳县委编办,机关党建,本科,不限,4,108,54,72,畅县
2018,150109,池州,中共青阳县直机关工委,综合管理,本科,不限,3,105,62,69,张家港县
2019,150110,池州,青阳县科技经济信息化局,经济信息化管理,本科,经济学类、计算机类,2,88,65,75,石家庄县
2019,150111,池州,青阳县司法局,社区矫正,本科,法学类,3,85,74,75,郑州县
2020,150112,池州,青阳县司法局,社区矫正,本科,不限,1,1,48,62,武汉市
2017,150113,池州,青阳县自然资源和规划局,自然资源管理,本科,地理科学类、地质学类、地质类、土木类、测绘类、矿业类、建筑类、计算机类、法学类、土地资源管理专业,3,16,83,76,哈尔滨县
2019,150114,池州,青阳县自然资源和规划局,机关综合,本科,不限,2,9,82,69,宇县
2014,150115,池州,青阳县文化和旅游局,文化旅游管理,本科,旅游管理类、文化产业管理专业,3,108,59,72,福州市
2016,150116,池州,青阳县市场监管局,市场监管,本科,不限,2,1,64,70,杰市
2013,150117,池州,青阳县市场监管局,市场监管,本科,不限,4,114,72,67,福州市
2021,150118,池州,青阳县市场监管局,市场监管,专科,不限,1,5,61,68,宇县
2021,150119,池州,青阳县林业局,森林资源管理,本科,林学类、森林工程专业、植物保护专业、植物科学与技术专业、野生动物与自然保护区管理专业,2,1,56,74,上海市
2020,150120,池州,青阳县档案馆（中共青阳县委党史和地方志研究室）,机关综合,本科,不限,2,1,83,75,哈尔滨县
2020,150121,池州,池州市中级人民法院,法官助理,本科,法学类,1,1,71,77,武汉市
2014,150122,池州,池州市中级人民法院,司法行政人员,本科,计算机类,2,74,60,78,北镇市
2013,150123,池州,池州市贵池区人民法院,法官助理,本科,法学类,4,1,64,65,西宁县
2013,150124,池州,池州市贵池区人民法院,法官助理,本科,法学类,3,1,52,71,瑜市
2017,150125,池州,东至县人民法院,法官助理,本科,法学类,7,14,62,70,北镇市
2019,150126,池州,东至县人民法院,法官助理,本科,法学类,1,1,0,0,潜江县
2019,150127,池州,东至县人民法院,司法行政人员,本科,计算机科学与技术专业、网络工程专业、电子与计算机工程专业、软件工程专业、信息安全专业,1,1,55,69,秀芳县
2020,150128,池州,石台县人民法院,司法警察,本科,网络工程专业、新媒体技术专业、数据科学与大数据技术专业、信息安全专业、电子与计算机工程专业、软件工程专业,3,94,45,68,斌市
2021,150129,池州,石台县人民法院,司法警察,本科,不限,1,52,53,64,娟县
2018,150130,池州,青阳县人民法院,法官助理,本科,法学类,5,75,59,74,宇县
2020,150131,池州,青阳县人民法院,司法行政人员,本科,会计学专业、财务管理专业、审计学专业、财务会计教育专业,3,1,50,67,娟县
2022,150132,池州,青阳县人民法院,司法行政人员,本科,不限,1,1,40,67,荣县
2020,150133,池州,池州市贵池区人民检察院,检察官助理,本科,法学类（不含特设专业）,2,1,59,71,畅县
2016,150134,池州,东至县人民检察院,检察官助理,本科,法学类（不含特设专业）,1,1,72,61,武汉县
2022,150135,池州,石台县人民检察院,检察官助理,本科,法学类（不含特设专业）,1,1,57,62,潜江县
2022,150136,池州,石台县人民检察院,司法行政人员,本科,会计学专业、财务管理专业、财务会计教育专业、审计学专业,1,82,73,68,娟县
2017,150137,池州,青阳县人民检察院,检察官助理,本科,法学类（不含特设专业）,3,24,0,0,香港市
