id,年份,岗位代码,地区,部门名称,职位,学历,专业,招考人数,报考人数,分数线,最高分
13317,2016,50025,蚌埠,市委党史和地方志研究室,机关综合,本科,中国语言文学类、历史学类、法学专业,1.0,117.0,51.0,78.0
13318,2014,50026,蚌埠,市生态环境局市生态环境保护综合行政执法支队,生态环境执法,本科,本科：化学类、生物科学类、化工与制药类、环境科学与工程类、生物工程类、信息管理与信息系统专业；研究生：化学（一级学科）、生物学（一级学科）、环境科学与工程（一级学科）,2.0,182.0,82.0,66.0
13319,2015,50027,蚌埠,市生态环境局市生态环境保护综合行政执法支队,生态环境执法,本科,本科：法学类、信息管理与信息系统专业；研究生：法学（一级学科）,3.0,1.0,60.0,72.0
13320,2017,50028,蚌埠,市生态环境局市生态环境保护综合行政执法支队,财务管理,本科,经济学类、财政学类、金融学类、会计学专业、会计专业、财务管理专业、审计学专业,4.0,132.0,63.0,75.0
13321,2018,50029,蚌埠,市应急管理局市应急管理综合行政执法支队,应急管理监察执法,本科,法学类、化工与制药类、安全科学与工程类,1.0,99.0,62.0,72.0
13322,2021,50030,蚌埠,市市场监督管理局市纤维检验所,机关综合,本科,中国语言文学类,3.0,1.0,59.0,73.0
13323,2018,50031,蚌埠,蚌埠高新技术产业开发区秦集镇,农村经济,本科,经济学门类、管理学门类、法学门类,1.0,127.0,62.0,75.0
13324,2017,50032,蚌埠,龙子湖区人民法院,法官助理,本科,法学类,5.0,1.0,76.0,76.0
13325,2019,50033,蚌埠,龙子湖区人民检察院,检察官助理,本科,法学类（不含特设专业）,1.0,40.0,62.0,72.0
13326,2022,50034,蚌埠,龙子湖区人民检察院,司法行政,本科,新闻传播学类、中国语言文学类、公共管理类、法学类,4.0,159.0,88.0,71.0
13327,2013,50035,蚌埠,禹会区人民法院,法官助理,本科,法学类,1.0,1.0,75.0,77.0
13328,2018,50036,蚌埠,禹会区人民检察院,检察官助理,本科,法学类（不含特设专业）、侦查学专业,1.0,17.0,80.0,65.0
13329,2016,50037,蚌埠,禹会区人民检察院,检察官助理,本科,法学类（不含特设专业）,1.0,114.0,62.0,66.0
13330,2018,50038,蚌埠,禹会区人民检察院,司法行政,本科,新闻传播学类、中国语言文学类,1.0,46.0,53.0,70.0
13331,2018,50039,蚌埠,淮上区人民法院,法官助理,本科,法学类,5.0,83.0,47.0,76.0
13332,2020,50040,蚌埠,淮上区司法局,司法行政,本科,本科：法学类研究生：法学（一级学科）、法律硕士（专业硕士）,3.0,1.0,69.0,72.0
13333,2022,50041,蚌埠,淮上区市场监督管理局,市场监管,本科,机械类、电气类、自动化类、知识产权专业,4.0,160.0,70.0,74.0
13334,2015,50042,蚌埠,淮上区档案馆,档案管理,本科,图书情报与档案管理类、汉语言文学专业,1.0,55.0,56.0,76.0
13335,2021,50043,蚌埠,怀远县纪委监委机关,纪检监察,本科,法学专业、财务管理专业、会计学专业、财政学专业、审计学专业、会计专业,3.0,122.0,81.0,69.0
13336,2014,50044,蚌埠,怀远县人民法院,司法行政,本科,不限,1.0,1.0,73.0,76.0
13337,2021,50045,蚌埠,怀远县公安局,人民警察,专科,不限,7.0,344.0,70.0,75.0
13338,2021,50046,蚌埠,怀远县公安局,人民警察,专科,不限,2.0,1.0,70.0,79.0
13339,2016,50047,蚌埠,怀远县财政局,财政管理,本科,经济学类、财政学类、金融学类、财务管理专业,1.0,137.0,75.0,69.0
13340,2014,50048,蚌埠,怀远县自然资源和规划局,土地资源管理,本科,土地资源管理专业、地理科学专业、地理信息科学专业、人文地理与城乡规划专业,1.0,1.0,74.0,70.0
13341,2014,50049,蚌埠,怀远县商务局,商务管理,本科,经济学类、经济与贸易类、电子商务类、工商管理类,1.0,187.0,58.0,76.0
13342,2021,50050,蚌埠,怀远县人力资源和社会保障局,机关综合,本科,法学类、财务管理专业、会计学专业、财政学专业、审计学专业、会计专业,1.0,84.0,62.0,76.0
13343,2018,50051,蚌埠,怀远县农业农村局,农村公共服务,本科,农业工程类,1.0,39.0,77.0,75.0
13344,2014,50052,蚌埠,怀远县水利局,水利规划,本科,水利类、工程管理专业,4.0,133.0,71.0,69.0
13345,2015,50053,蚌埠,怀远县经济和信息化局,项目管理,本科,工学门类、经济学类,2.0,1.0,70.0,77.0
13346,2017,50054,蚌埠,怀远县市场监督管理局,食品监管,本科,食品科学与工程类,1.0,19.0,50.0,70.0
13347,2019,50055,蚌埠,怀远县农业农村局县农业综合开发办公室,农业综合服务,本科,农业工程类、工程管理专业、会计学专业,1.0,1.0,88.0,76.0
13348,2021,50056,蚌埠,怀远县人力资源和社会保障局县劳动保障监察综合执法大队,劳动监察执法,本科,法学类、劳动与社会保障专业,4.0,26.0,52.0,66.0
13349,2022,50057,蚌埠,怀远县乡镇机关（一）,乡镇综合事务管理,本科,电子商务类、旅游管理类、农业经济管理类、农业工程类、自然保护与环境生态类,7.0,76.0,51.0,77.0
13350,2022,50058,蚌埠,怀远县乡镇机关（二）,乡镇综合事务管理,专科,不限,4.0,133.0,62.0,69.0
13351,2018,50059,蚌埠,怀远县乡镇机关（三）,机关综合,专科,不限,4.0,170.0,80.0,70.0
13352,2015,50060,蚌埠,怀远县包集镇,机关综合,本科,电子商务类、旅游管理类、农业经济管理类、农业工程类、自然保护与环境生态类,2.0,1.0,74.0,76.0
13353,2015,50061,蚌埠,五河县纪委监委机关,政策法规,本科,法学类,1.0,81.0,76.0,76.0
13354,2013,50062,蚌埠,五河县纪委监委机关,纪检监察,本科,经济学类、财政学类、金融学类、会计学专业、会计专业、财务管理专业、审计学专业,1.0,1.0,59.0,76.0
13355,2020,50063,蚌埠,五河县委办公室,机关综合,本科,不限,1.0,8.0,59.0,70.0
13356,2021,50064,蚌埠,五河县委办公室,文秘,本科,新闻传播学类、中国语言文学类、行政管理专业,1.0,49.0,56.0,69.0
13357,2016,50065,蚌埠,五河县委办公室,财务管理,本科,经济学类、财政学类、金融学类、会计学专业、会计专业、财务管理专业、审计学专业,1.0,1.0,82.0,68.0
13358,2022,50066,蚌埠,五河县委组织部,文字综合,本科,不限,4.0,128.0,86.0,79.0
13359,2016,50067,蚌埠,五河县人大办公室,财务管理,本科,经济学类、财政学类、经济与贸易类,1.0,1.0,56.0,73.0
13360,2021,50068,蚌埠,五河县人大办公室,文秘,本科,法学类、中国语言文学类、新闻传播学类,2.0,1.0,56.0,74.0
13361,2016,50069,蚌埠,五河县人民法院,法官助理,本科,法学类,2.0,1.0,56.0,72.0
13362,2013,50070,蚌埠,五河县人民法院,法官助理,本科,法学类,3.0,1.0,37.0,64.0
13363,2016,50071,蚌埠,五河县人民检察院,检察官助理,本科,法学类,2.0,1.0,36.0,70.0
13364,2013,50072,蚌埠,五河县人民政府办公室,文秘,本科,中国语言文学类、新闻传播学类,1.0,1.0,67.0,75.0
13365,2017,50073,蚌埠,五河县发展和改革委员会,机关综合,本科,不限,1.0,114.0,63.0,77.0
13366,2013,50074,蚌埠,五河县发展和改革委员会,机关综合,本科,理学门类、工学门类、金融学类、经济与贸易类,1.0,95.0,76.0,81.0
13367,2014,50075,蚌埠,五河县教育体育局,财务管理,本科,经济学类、财政学类、金融学类、会计学专业、会计专业、财务管理专业、审计学专业,2.0,100.0,60.0,73.0
13368,2014,50076,蚌埠,五河县经济和信息化局,企业服务,本科,不限,1.0,65.0,56.0,73.0
13369,2020,50077,蚌埠,五河县经济和信息化局,企业服务,本科,理学门类、工学门类、金融学类、经济与贸易类,2.0,20.0,80.0,76.0
13370,2014,50078,蚌埠,五河县公安局,人民警察,专科,研究生：公安学、公安技术一级学科下的各研究方向；本科：侦查学、治安学、交通管理工程、刑事科学技术、网络安全与执法、警务指挥与战术；专科：刑事侦查、治安管理、交通管理、刑事科学技术、信息网络安全监察、警察指挥与战术、特警,1.0,85.0,49.0,62.0
13371,2018,50079,蚌埠,五河县公安局,人民警察,专科,不限,5.0,203.0,51.0,76.0
13372,2017,50080,蚌埠,五河县公安局,人民警察,专科,不限,5.0,1.0,78.0,64.0
13373,2019,50081,蚌埠,五河县民政局,机关综合,本科,政治学类、社会学类、中国语言文学类、计算机类、电子信息类,3.0,71.0,52.0,75.0
13374,2021,50082,蚌埠,五河县司法局,财务管理,本科,经济学类、财政学类、金融学类、会计学专业、会计专业、财务管理专业、审计学专业,1.0,1.0,57.0,70.0
13375,2013,50083,蚌埠,五河县财政局,财务管理,本科,经济学类、财政学类、金融学类、会计学专业、会计专业、财务管理专业、审计学专业,2.0,3.0,80.0,68.0
13376,2013,50084,蚌埠,五河县财政局,财务管理,本科,经济学类、财政学类、金融学类、会计学专业、会计专业、财务管理专业、审计学专业,4.0,122.0,57.0,70.0
13377,2021,50085,蚌埠,五河县人力资源和社会保障局,机关综合,本科,法学类,3.0,19.0,74.0,74.0
13378,2019,50086,蚌埠,五河县住房和城乡建设局,工程管理,本科,土木类、建筑类,3.0,107.0,61.0,74.0
13379,2022,50087,蚌埠,五河县住房和城乡建设局,机关综合,本科,不限,1.0,90.0,64.0,72.0
13380,2021,50088,蚌埠,五河县水利局,水利综合,专科,水利类、土木类,1.0,141.0,55.0,70.0
13381,2014,50089,蚌埠,五河县商务局,机关综合,本科,管理学门类、经济学类、中国语言文学类、统计学类,2.0,148.0,61.0,66.0
13382,2016,50090,蚌埠,五河县文化和旅游局,机关综合,本科,不限,1.0,1.0,57.0,72.0
13383,2019,50091,蚌埠,五河县应急管理局,安全监管,本科,不限,2.0,1.0,46.0,67.0
13384,2022,50092,蚌埠,五河县应急管理局,安全监管,本科,安全科学与工程类、土木类、水利类,1.0,24.0,72.0,70.0
13385,2018,50093,蚌埠,五河县市场监督管理局,市场监管,专科,医学门类、化工与制药类、生物医学工程类,2.0,137.0,53.0,72.0
13386,2017,50094,蚌埠,五河县市场监督管理局,市场监管,专科,食品科学与工程类,3.0,24.0,72.0,75.0
13387,2018,50095,蚌埠,五河县市场监督管理局,政策法规,本科,法学类,4.0,1.0,66.0,63.0
13388,2017,50096,蚌埠,五河县市场监督管理局,市场监管,专科,法学类,1.0,104.0,78.0,70.0
13389,2022,50097,蚌埠,五河县供销合作社联合社,财务管理,本科,经济学类、财政学类、经济与贸易类,1.0,29.0,51.0,69.0
13390,2020,50098,蚌埠,五河县乡镇机关（一）,乡镇综合事务管理,专科,不限,5.0,2.0,59.0,73.0
13391,2018,50099,蚌埠,五河县乡镇机关（二）,乡镇综合事务管理,专科,不限,6.0,20.0,59.0,69.0
13392,2022,50100,蚌埠,五河县乡镇机关（三）,乡镇综合事务管理,专科,不限,5.0,207.0,59.0,78.0
13393,2022,50101,蚌埠,五河县申集镇,人武专干,专科,人民武装专业（退役军人报考可不限专业）,3.0,2.0,61.0,67.0
13394,2021,50102,蚌埠,固镇县纪委监委机关,纪检监察,本科,不限,4.0,84.0,73.0,75.0
13395,2018,50103,蚌埠,固镇县纪委监委派驻（出）机构,纪检监察,本科,不限,1.0,80.0,70.0,69.0
13396,2019,50104,蚌埠,固镇县纪委监委派驻（出）机构,纪检监察,本科,不限,1.0,25.0,54.0,71.0
13397,2022,50105,蚌埠,固镇县人民法院,法官助理,本科,法学类,3.0,107.0,48.0,60.0
13398,2021,50106,蚌埠,固镇县人民法院,司法行政人员,本科,中国语言文学类,1.0,1.0,50.0,70.0
13399,2017,50107,蚌埠,固镇县教育体育局,机关综合,本科,法学类、政治学类、马克思主义理论类,1.0,1.0,89.0,79.0
13400,2022,50108,蚌埠,固镇县教育体育局,教育管理,本科,中国语言文学类、教育学类,4.0,113.0,50.0,70.0
13401,2016,50109,蚌埠,固镇县科学技术局,机关综合,专科,工学门类、理学门类、管理学门类、经济学门类、文学门类,1.0,194.0,54.0,73.0
13402,2014,50110,蚌埠,固镇县公安局,网络安全管理★,本科,计算机类,5.0,1.0,80.0,74.0
13403,2019,50111,蚌埠,固镇县人力资源和社会保障局,文秘,本科,不限,2.0,85.0,89.0,70.0
13404,2022,50112,蚌埠,固镇县自然资源和规划局,机关综合,本科,林学类、森林工程专业、汉语言文学专业、网络与新媒体专业,1.0,36.0,78.0,73.0
13405,2015,50113,蚌埠,固镇县卫生健康委员会,医政管理,本科,临床医学专业、基础医学专业、预防医学专业、卫生监督专业,1.0,81.0,66.0,65.0
13406,2016,50114,蚌埠,固镇县卫生健康委员会,文秘,本科,中国语言文学类,2.0,1.0,81.0,71.0
13407,2022,50115,蚌埠,固镇县应急管理局,安全监管,本科,工学门类、理学门类、管理学门类、经济学门类、法学门类,2.0,16.0,87.0,66.0
13408,2017,50116,蚌埠,固镇县市场监督管理局,市场监管,本科,中国语言文学类、新闻传播学类,3.0,1.0,55.0,72.0
13409,2021,50117,蚌埠,固镇县市场监督管理局,机关综合,本科,会计学专业、财务会计教育专业、财政学专业、财务管理专业,1.0,128.0,83.0,79.0
13410,2016,50118,蚌埠,固镇县市场监督管理局,市场监管,本科,不限,3.0,1.0,62.0,73.0
13411,2013,50119,蚌埠,固镇县市场监督管理局,市场监管,本科,法学类,1.0,1.0,78.0,70.0
13412,2020,50120,蚌埠,固镇县乡镇机关（一）,乡镇综合事务管理,专科,不限,3.0,64.0,54.0,69.0
13413,2013,50121,蚌埠,固镇县乡镇机关（二）,乡镇综合事务管理,专科,不限,5.0,255.0,49.0,73.0
13414,2017,50122,蚌埠,固镇县乡镇机关（三）,乡镇综合事务管理,专科,不限,1.0,88.0,46.0,73.0
13415,2019,50123,蚌埠,固镇县乡镇机关（四）,乡镇综合事务管理,专科,不限,1.0,122.0,75.0,74.0
13416,2015,50124,蚌埠,固镇县湖沟镇,人武专干,专科,不限,4.0,1.0,49.0,56.0
13417,2020,50125,蚌埠,怀远县唐集镇,乡镇综合事务管理,高中（中专）,不限,1.0,56.0,0.0,0.0
13418,2015,140001,铜陵,铜陵市纪委监委系统,执纪执法,本科,公安学类、法学专业、会计学专业、财务管理专业、审计学专业,1.0,1.0,52.0,72.0
13419,2022,140002,铜陵,铜陵市发展和改革委员会,发展改革,本科,理学类、工学类、经济学类、管理学类,3.0,337.0,79.0,74.0
13420,2021,140003,铜陵,铜陵市人力资源和社会保障局,信息化建设,本科,计算机类,3.0,61.0,75.0,65.0
13421,2022,140004,铜陵,铜陵市住房和城乡建设局,设计规划,本科,城市设计专业、城乡规划专业、人居环境科学与技术专业,2.0,77.0,87.0,74.0
13422,2013,140005,铜陵,铜陵市交通运输局,法治建设,本科,法学类,2.0,1.0,84.0,74.0
13423,2017,140006,铜陵,铜陵市审计局,审计,本科,会计学专业、财务管理专业、审计学专业,2.0,47.0,54.0,75.0
13424,2017,140007,铜陵,铜陵市党员电化教育中心,机关综合,本科,汉语言文学专业、新闻学专业、法学专业、计算机科学与技术专业、信息安全专业,1.0,1.0,81.0,77.0
13425,2020,140008,铜陵,铜陵市爱国卫生运动委员会办公室,督查检查,本科,城乡规划专业、城市设计专业、城市管理专业、计算机科学与技术专业,1.0,74.0,71.0,72.0
13426,2013,140009,铜陵,铜陵市机关事务管理服务中心,综合管理,本科,不限,4.0,37.0,68.0,78.0
13427,2017,140010,铜陵,铜陵市机关事务管理服务中心,机关综合,本科,中国语言文学类、新闻传播学类、行政管理专业、法学专业,1.0,1.0,73.0,67.0
13428,2021,140011,铜陵,铜陵市招商服务中心,招商引资,本科,经济学门类、工学门类、管理学门类,1.0,149.0,82.0,76.0
13429,2016,140012,铜陵,铜陵市非税收入管理局,财政管理,本科,经济学门类、法学类、工商管理类,1.0,170.0,77.0,75.0
13430,2015,140013,铜陵,铜陵市社会经济调查队,统计调查,本科,计算机类、电子信息类,2.0,1.0,67.0,70.0
13431,2020,140014,铜陵,铜陵市社会经济调查队,统计调查,本科,经济学门类,4.0,60.0,72.0,71.0
13432,2017,140015,铜陵,铜陵市公安局,交通安全技术★,本科,交通工程专业、交通设备与控制工程专业、交通管理工程专业,1.0,96.0,59.0,69.0
13433,2014,140016,铜陵,铜陵市公安局,人民警察,本科,法学类（不含特设专业）,5.0,16.0,52.0,73.0
13434,2019,140017,铜陵,铜陵市公安局,网络安全管理★,本科,计算机科学与技术专业、软件工程专业、网络工程专业、信息安全专业、网络空间安全专业、网络安全与执法专业,1.0,21.0,81.0,71.0
13435,2021,140018,铜陵,铜陵市公安局,信息通信★,本科,电子信息工程专业、电子科学与技术专业、通信工程专业、电子信息科学与技术专业、公安视听技术专业、自动化专业,4.0,1.0,48.0,67.0
13436,2021,140019,铜陵,铜陵市公安局,人民警察,本科,金融学专业、投资学专业、经济与金融专业、精算学专业、互联网金融专业,5.0,105.0,49.0,67.0
